timestamp,fsr_left,fsr_right
1999,993,849
2004,993,847
2009,993,849
2014,993,850
2019,993,850
2024,993,850
2029,993,850
2034,994,850
2039,993,852
2044,993,860
2049,994,863
2054,994,865
2059,995,866
2064,994,867
2069,995,868
2074,994,870
2079,994,872
2084,994,875
2089,994,878
2094,995,879
2099,995,880
2104,995,880
2109,994,879
2114,994,879
2119,994,879
2124,995,880
2129,995,880
2134,996,881
2139,995,881
2144,995,881
2149,994,881
2154,994,880
2159,994,879
2164,994,878
2169,994,878
2174,994,879
2179,995,878
2184,995,878
2189,994,877
2194,995,877
2199,995,877
2204,995,877
2209,995,878
2214,995,879
2219,995,878
2224,994,877
2229,994,877
2234,995,877
2239,995,876
2244,995,876
2249,994,875
2254,994,875
2259,995,875
2264,995,873
2269,995,870
2274,995,869
2279,994,867
2284,994,858
2289,994,857
2294,995,857
2299,995,854
2304,995,851
2309,994,851
2314,995,851
2319,995,851
2324,995,851
2329,994,851
2334,995,852
2339,997,851
2344,995,851
2349,995,854
2354,995,855
2359,995,856
2364,995,858
2369,995,858
2374,995,862
2379,997,864
2384,996,867
2390,996,869
2395,996,873
2400,996,875
2405,996,875
2410,996,876
2415,996,877
2420,997,877
2425,997,877
2430,997,877
2435,996,877
2440,996,877
2445,996,877
2450,996,877
2455,996,877
2460,997,877
2465,997,877
2470,998,877
2475,997,877
2480,997,877
2485,996,876
2490,997,876
2495,997,875
2500,997,876
2505,998,876
2510,997,876
2515,997,876
2520,997,876
2525,996,876
2530,997,877
2535,997,876
2540,997,878
2545,998,878
2550,997,878
2555,997,878
2560,997,878
2565,997,878
2570,997,878
2575,997,879
2580,998,879
2585,999,880
2590,999,879
2595,999,879
2600,998,879
2605,998,879
2610,998,879
2615,998,880
2620,999,880
2625,999,880
2630,999,880
2635,998,880
2640,998,880
2646,998,880
2651,998,880
2656,998,880
2661,998,880
2666,998,881
2671,999,881
2676,999,880
2681,998,880
2686,998,880
2691,998,880
2696,997,880
2701,997,880
2706,998,881
2711,998,881
2716,998,880
2721,998,880
2726,998,880
2731,997,880
2736,998,880
2741,997,881
2746,998,881
2751,997,882
2756,997,882
2761,997,881
2766,997,880
2771,997,880
2776,997,880
2781,997,881
2786,997,881
2791,975,766
2796,781,622
2801,963,764
2806,769,614
