timestamp,fsr_left,fsr_right
1999,873,0
2004,663,1
2009,660,0
2014,847,0
2019,645,0
2024,843,0
2029,635,0
2034,844,0
2039,628,0
2044,846,0
2049,845,0
2054,624,0
2059,846,0
2064,621,0
2069,845,0
2074,619,0
2079,846,0
2084,619,0
2089,846,0
2094,845,0
2099,616,0
2104,844,0
2109,615,0
2114,845,0
2119,614,0
2124,846,0
2129,613,0
2134,612,0
2139,844,0
2144,611,0
2149,842,0
2154,609,0
2159,843,0
2164,609,0
2169,843,0
2174,608,0
2179,608,0
2184,843,0
2189,609,0
2194,832,0
2199,608,0
2204,797,1
2209,606,0
2214,760,1
2219,746,1
2224,605,0
2229,719,0
2234,606,0
2239,698,1
2244,816,0
2249,679,0
2254,883,0
2259,663,0
2264,657,0
2269,845,0
2274,647,0
2279,842,0
2284,638,0
2289,840,0
2294,629,0
2299,841,0
2304,841,0
2309,622,0
2314,841,0
2319,621,0
2324,842,0
2329,618,0
2334,842,0
2339,617,0
2344,843,0
2349,843,0
2354,616,0
2359,843,0
2364,614,0
2369,843,0
2374,613,0
2379,842,0
2384,612,0
2390,842,0
2395,611,0
2400,845,0
2405,612,0
2410,845,0
2415,611,0
2420,844,0
2425,610,0
2430,843,0
2435,842,0
2440,607,0
2445,841,0
2450,606,0
2455,829,0
2460,606,0
2465,796,1
2470,607,0
2475,607,0
2480,749,1
2485,608,0
2490,720,0
2495,606,0
2500,696,0
2505,811,0
2510,674,0
2515,877,0
2520,869,0
2525,654,1
2530,842,0
2535,643,0
2540,835,0
2545,633,0
2550,837,0
2555,626,0
2560,623,0
2565,837,0
2570,620,0
2575,836,0
2580,616,0
2585,835,0
2590,614,0
2595,836,0
2600,612,0
2605,612,0
2610,837,0
2615,612,0
2620,837,0
2625,610,0
2630,838,0
2635,609,0
2640,838,0
2646,609,0
2651,840,0
2656,609,0
2661,839,0
2666,607,0
2671,838,0
2676,607,0
2681,838,0
2686,606,0
2691,607,0
2696,838,0
2701,605,0
2706,837,0
2711,605,0
2716,826,0
2721,605,0
2726,794,0
2731,780,0
2736,604,0
2741,745,1
2746,604,0
2751,717,1
2756,604,0
2761,694,0
2766,812,0
2771,676,0
2776,670,0
2781,871,0
2786,656,0
2791,844,0
2796,645,0
2801,838,0
2806,635,0
2811,838,0
2816,838,0
2821,625,0
2826,838,0
2831,620,0
2836,838,0
2841,617,0
2846,837,0
2851,615,0
2856,839,0
2861,838,0
2866,613,0
2871,838,0
2876,612,0
2881,838,0
2886,611,0
2891,839,0
2896,611,0
2902,840,0
2907,610,0
2912,839,0
2917,609,0
2922,839,0
2927,615,0
2932,840,0
2937,616,0
2942,840,0
2947,842,0
2952,636,0
2957,844,0
2962,656,0
2967,838,0
2972,640,0
2977,809,0
2982,637,0
2987,633,0
2992,790,0
2997,672,0
3002,788,520
3007,689,701
3012,770,568
3017,684,696
3022,770,523
3027,893,638
3032,928,593
3037,760,0
3042,970,616
3047,686,504
3052,890,673
3057,677,0
3062,871,0
3067,682,539
3072,682,0
