timestamp,fsr_left,fsr_right
000,657
1999,994,659
2004,996,659
2009,995,659
2014,995,660
2019,996,660
2024,996,660
2029,996,660
2034,996,659
2039,996,660
2044,995,659
2049,995,660
2054,996,660
2059,997,660
2064,997,660
2069,996,660
2074,996,660
2079,996,660
2084,996,659
2089,996,659
2094,997,660
2099,997,660
2104,996,659
2109,996,660
2114,996,659
2119,996,659
2124,996,659
2129,996,659
2134,996,660
2139,997,660
2144,997,660
2149,996,659
2154,996,659
2159,996,659
2164,995,659
2169,996,659
2174,996,659
2179,997,660
2184,996,660
2189,997,659
2194,996,659
2199,996,659
2204,996,660
2209,996,660
2214,996,660
2219,996,660
2224,996,660
2229,996,660
2234,996,659
2239,996,660
2244,995,659
2249,996,659
2254,996,659
2259,996,660
2264,996,659
2269,996,659
2274,996,660
2279,995,660
2284,995,659
2289,995,659
2294,995,660
2299,996,660
2304,996,660
2309,996,660
2314,996,660
2319,996,660
2324,996,660
2329,996,660
2334,996,660
2339,997,661
2344,997,660
2349,996,660
2354,996,660
2359,996,660
2364,996,660
2369,996,660
2374,996,662
2379,997,661
2384,997,661
2390,997,660
2395,996,660
2400,997,660
2405,997,660
2410,997,660
2415,996,660
2420,996,660
2425,997,661
2430,998,661
2435,996,660
2440,996,660
2445,997,660
2450,996,660
2455,997,660
2460,996,660
2465,997,660
2470,998,660
2475,996,660
2480,997,660
2485,996,660
2490,997,659
2495,996,659
2500,996,660
2505,997,660
2510,997,660
2515,997,660
2520,996,660
2525,996,660
2530,996,660
2535,996,660
2540,996,660
2545,996,660
2550,997,659
2555,996,659
2560,996,659
2565,996,659
2570,996,659
2575,997,659
2580,996,659
2585,997,660
2590,997,659
2595,997,659
2600,997,659
2605,996,659
2610,996,659
2615,996,659
2620,997,659
2625,997,660
2630,997,659
2635,996,659
2640,996,659
2646,996,659
2651,996,658
2656,996,658
2661,996,658
2666,996,659
2671,997,659
2676,997,659
2681,998,659
2686,996,659
2691,996,659
2696,997,658
2701,996,658
2706,996,659
2711,997,660
2716,998,660
2721,997,659
2726,997,659
2731,996,658
2736,996,659
2741,996,659
2746,996,659
2751,997,660
2756,997,659
2761,997,659
2766,997,659
2771,996,659
2776,997,659
2781,997,659
2786,996,659
2791,997,660
2796,997,659
2801,997,659
2806,996,658
2811,996,658
2816,996,658
2821,997,658
2826,997,659
2831,997,659
2836,997,659
2841,997,659
2846,997,659
2851,997,659
2856,996,658
2861,996,658
2866,997,660
2871,997,659
2876,997,659
2881,997,659
2886,996,659
2891,996,659
2896,997,659
2902,997,659
2907,997,659
2912,997,660
2917,998,660
2922,998,660
2927,998,660
2932,998,660
2937,997,659
2942,998,659
2947,997,660
2952,998,660
2957,998,660
2962,998,660
2967,998,660
2972,997,660
2977,997,660
2982,997,660
2987,998,660
2992,998,660
2997,998,660
3002,998,660
3007,998,660
3012,998,660
3017,998,660
3022,998,660
3027,998,660
3032,998,661
3037,999,661
3042,999,660
3047,998,660
3052,998,661
3057,998,660
3062,998,660
3067,999,660
3072,999,661
3077,999,661
3082,998,661
3087,998,661
3092,998,660
3097,998,660
3102,998,660
3107,998,660
3112,998,660
3117,999,661
3122,999,661
3127,999,661
3132,999,661
3137,999,661
3142,997,662
3147,997,661
3152,997,661
3158,998,661
3163,998,662
3168,998,662
3173,998,661
3178,997,661
3183,997,661
3188,997,661
3193,997,661
3198,997,661
3203,998,662
3208,998,661
3213,998,661
3218,998,661
3223,998,661
3228,997,660
3233,997,660
3238,997,660
3243,998,661
3248,998,660
3253,998,659
3258,998,659
3263,998,659
3268,997,659
3273,997,659
3278,998,659
3283,998,660
3288,998,660
3293,997,660
3298,998,660
3303,998,660
3308,998,660
3313,998,660
3318,998,660
3323,998,660
3328,998,660
3333,998,661
3338,998,660
3343,764,463
3348,966,580
3353,749,493
3358,962,638
3363,746,499
3368,957,633
3373,956,624
3378,742,480
3383,961,588
3388,745,454
3393,961,574
3398,747,444
3403,962,561
3408,765,452
3414,963,558
3419,771,454
3424,963,558
3429,784,461
3434,968,559
3439,789,457
3444,1003,528
3449,818,422
3454,995,495
3459,989,432
3464,810,339
3469,1019,462
3474,803,380
3479,1013,422
3484,824,353
3489,1023,389
3494,821,339
3499,827,335
3504,1001,369
3509,815,330
3514,965,362
3519,845,406
3524,933,354
3529,817,425
3534,913,342
3539,811,392
3544,871,384
3549,881,318
3554,1023,361
3559,872,304
3564,1023,301
3569,880,256
3574,1023,303
3579,866,257
3584,847,249
3589,1019,302
3594,848,249
3599,1023,391
3604,852,389
3609,1022,485
3614,843,432
3619,990,478
3624,804,350
3629,789,343
3634,962,408
3639,808,349
3644,955,415
3649,796,352
3654,957,418
3659,794,349
3664,955,412
3670,786,345
3675,942,404
3680,789,315
3685,955,349
3690,801,312
3695,957,403
3700,788,348
3705,957,419
3710,796,354
3715,790,351
3720,940,402
3725,788,347
3730,943,406
3735,765,367
3740,946,417
3745,778,352
3750,936,395
3755,932,383
3760,760,321
3765,906,238
3770,767,0
3775,894,0
3780,781,213
3785,871,308
3790,789,239
3795,862,168
3800,862,227
3805,822,358
3810,840,317
3815,938,367
3820,804,338
3825,895,391
3830,780,310
3835,904,366
3840,902,373
3845,774,325
3850,885,195
3855,775,0
3860,896,0
3865,768,166
3870,907,212
3875,780,181
3880,893,281
3885,883,150
3890,738,0
3895,865,2
3900,720,285
3905,846,315
3910,725,0
3915,864,0
3920,736,0
3926,865,0
3931,737,0
3936,846,341
3941,728,301
3946,834,0
3951,691,0
3956,784,0
3961,622,0
3966,750,0
3971,746,0
3976,644,0
3981,796,255
3986,682,324
3991,795,390
3996,648,335
4001,771,374
