timestamp,fsr_left,fsr_right,f_l,f_r,p_sum,z_score,status
2791,0.0,709.0,-0.020662514493563815,709.8097854705389,709.7891229560454,-4.559901223849032,Danger
2796,0.0,709.0,-0.02752675202941404,709.7780511237066,709.7505243716772,-4.56013282119079,Danger
2801,0.0,710.0,-0.03478161611648535,709.7558090573957,709.7210274412793,-4.560309807232689,Danger
2806,0.0,710.0,-0.041736828939480414,709.748262047806,709.7065252188664,-4.560396822759692,Danger
2811,0.0,709.0,-0.04735363756455244,709.7592226995081,709.7118690619435,-4.560364758893318,Danger
2816,0.0,710.0,-0.050180054687595246,709.7924279901245,709.7422479354368,-4.560182481059511,Danger
2821,0.0,710.0,-0.04830164583572249,709.853296859169,709.8049952133332,-4.559805987905649,Danger
2826,0.0,711.0,-0.03932272093596899,709.9491977164377,709.9098749955017,-4.559176693356327,Danger
2831,0.0,710.0,-0.020397288473982436,710.0887988902589,710.0684016017849,-4.558225509751691,Danger
2836,0.0,710.0,0.011666277363927072,710.2810600336416,710.2927263110055,-4.556879527581707,Danger
2841,0.0,709.0,0.06019874596903535,710.5337823394681,710.5939810854371,-4.555071953389739,Danger
2846,0.0,710.0,0.12833063982905055,710.8516347041848,710.9799653440139,-4.552755989483025,Danger
2851,0.0,710.0,0.2184881366427896,711.2335872727798,711.4520754094226,-4.5499232577143385,Danger
2856,0.0,709.0,0.33169529999516095,711.6697182974668,712.001413597462,-4.546627145534089,Danger
2861,0.0,710.0,0.46666173626753826,712.137420737931,712.6040824741985,-4.5430110411588265,Danger
2866,0.0,710.0,0.6186499634891379,712.5971275237852,713.2157774872743,-4.539340778600907,Danger
2871,0.0,710.0,0.7781411748757172,712.987804464655,713.7659456395307,-4.536039686509877,Danger
2876,0.0,709.0,0.9293537797100722,713.2220027259291,714.1513565056391,-4.533727163044662,Danger
2881,0.0,709.0,1.0487179559941382,713.1798521193592,714.2285700753533,-4.5332638699527985,Danger
2886,0.0,709.0,1.1034726885616988,712.7035342577954,713.8070069463571,-4.535793312461042,Danger
2891,0.0,710.0,1.0506295175402114,711.5966140146276,712.6472435321677,-4.542752068285682,Danger
2896,0.0,710.0,0.8366378615282895,709.6317073452097,710.468345206738,-4.555825787656266,Danger
2902,0.0,710.0,0.3981861616456993,706.5665368001786,706.9647229618244,-4.576848050822909,Danger
2907,0.0,710.0,-0.33532634273708384,702.1674374916265,701.8321111488895,-4.60764449767741,Danger
2912,0.0,709.0,-1.437022583186999,696.2413753299094,694.8043527467224,-4.64981211058614,Danger
2917,0.0,709.0,-2.974798954610793,688.6786676465592,685.7038686919484,-4.704416390776741,Danger
2922,0.0,709.0,-4.999898131601143,679.5093914208875,674.5094932892863,-4.771584335620848,Danger
2927,0.0,709.0,-7.531177707329848,668.9768145436252,661.4456368362953,-4.849969449405505,Danger
2932,0.0,612.0,-10.534638183095389,657.5831555122953,647.0485173292,-4.936354343084934,Danger
2937,0.0,460.0,-13.898123555606833,646.0144328927291,632.1163093371223,-5.025949848571922,Danger
2942,0.0,638.0,-17.401663899832936,634.9674004692833,617.5657365694505,-5.113255485014731,Danger
2947,0.0,642.0,-20.6847377044109,625.0285013751319,604.343763670721,-5.192589321378745,Danger
2952,0.0,484.0,-23.21283206872567,616.6795664763289,593.4667344076032,-5.257853141407425,Danger
2957,0.0,628.0,-24.247096674149887,610.3765315019537,586.1294348278037,-5.301878048180113,Danger
2962,0.0,490.0,-22.822622628521767,606.5475097838685,583.7248871553467,-5.316305697747788,Danger
2967,0.0,606.0,-17.742889992305212,605.4245153318891,587.6816253395839,-5.292564670440609,Danger
2972,0.0,523.0,-7.600121114814959,606.9198276247896,599.3197065099746,-5.222734423908217,Danger
2977,0.0,689.0,9.166522889474543,610.7245200919101,619.8910429813847,-5.099303294990328,Danger
2982,0.0,604.0,34.161029852491495,616.452820275754,650.6138501282455,-4.914961807263755,Danger
2987,0.0,612.0,68.85375582317414,623.6856362170032,692.5393920401773,-4.663402217254808,Danger
2992,0.0,628.0,114.32252551590753,631.9816878205103,746.3042133364178,-4.3408051610116924,Danger
2997,0.0,653.0,170.8981213490267,640.8993955972671,811.7975169462939,-3.947835437709365,Danger
3002,0.0,666.0,237.70509928460595,650.030712479578,887.735811764184,-3.492194188026904,Danger
3007,252.0,681.0,312.25539433026876,659.0505429044148,971.3059372346836,-2.9907608006060444,Caution
3012,626.0,674.0,390.5992504068205,667.7384394339987,1058.3376898408192,-2.468557127023264,Caution
3017,679.0,666.0,468.31119479210406,675.942407625019,1144.2536024171231,-1.9530486623183951,Caution
3022,533.0,634.0,541.671666722745,683.5205507910579,1225.192217513803,-1.467404734986876,Normal
3027,657.0,774.0,608.2118686220007,690.284388923392,1298.4962575453928,-1.0275694122835526,Normal
3032,758.0,738.0,666.6081012566494,695.9688337920929,1362.5769350487424,-0.6430756591890818,Normal
3037,738.0,643.0,716.392439168287,700.3214284374143,1416.7138676057011,-0.3182458791237995,Normal
3042,873.0,765.0,757.6945094718673,703.297976034311,1460.9924855061781,-0.05256747743242352,Normal
3047,747.0,655.0,790.992710273991,705.1478882739968,1496.1405985479878,0.15832651470627876,Normal
3052,903.0,777.0,816.9565721276551,706.3037391188593,1523.2603112465144,0.3210488910069233,Normal
3057,804.0,663.0,836.4630290964861,707.2730579624887,1543.7360870589748,0.4439066415237208,Normal
3062,1001.0,800.0,850.6106083054216,708.5782364712749,1559.1888447766964,0.5366255240641835,Normal
3067,832.0,668.0,860.5654193422973,710.5950991184981,1571.1605184607954,0.6084573761132027,Normal
3072,824.0,671.0,867.3531855000651,713.3850582431292,1580.7382437431943,0.6659251758215448,Normal
3077,1004.0,832.0,871.7281304006998,716.6839442154928,1588.4120746161925,0.7119693212321029,Normal
3082,821.0,696.0,874.0964806635029,719.9733684625719,1594.0698491260748,0.7459168236653155,Normal
3087,1008.0,844.0,874.5634763381832,722.6042160241923,1597.1676923623754,0.7645043514323445,Normal
3092,825.0,699.0,873.2146524580683,724.0447829646795,1597.2594354227476,0.7650548236648056,Normal
3097,1001.0,846.0,870.4251562170755,724.1230008928553,1594.5481571099308,0.7487867438817212,Normal
3102,801.0,695.0,866.9777147447721,723.1209768781022,1590.0986916228744,0.7220892782643641,Normal
3107,1006.0,849.0,863.9672761192151,721.7017221543003,1585.6689982735154,0.6955104484624532,Normal
3112,793.0,666.0,862.4629160957634,720.639814988927,1583.1027310846903,0.68011245734691,Normal
3117,811.0,671.0,863.1478687464567,720.5280292411602,1583.6758979876167,0.6835515454190392,Normal
3122,1012.0,818.0,866.1853231123513,721.6234117155984,1587.8087348279496,0.7083491912863696,Normal
3127,796.0,660.0,871.2019054798607,723.7540375607674,1594.955943040628,0.7512335211172566,Normal
3132,1007.0,822.0,877.3791127180926,726.3409267412,1603.7200394592926,0.8038194246342416,Normal
3137,804.0,670.0,883.7660499540984,728.6474264656858,1612.4134764197843,0.8559813607194978,Normal
3142,1002.0,818.0,889.5780113205376,730.0512093472386,1619.6292206677763,0.8992769171239267,Normal
3147,809.0,680.0,894.2506192586663,730.1336231569195,1624.384242415586,0.927807766501504,Normal
3152,1001.0,821.0,897.3810378773969,728.6727029984656,1626.0537408758626,0.937825009667256,Normal
3158,797.0,662.0,898.6936737261228,725.6415720948418,1624.3352458209647,0.9275137795261978,Normal
3163,1008.0,817.0,898.0440233941118,721.1974925933959,1619.2415159875077,0.8969506304269582,Normal
3168,827.0,650.0,895.4401526342605,715.6279316898293,1611.0680843240898,0.847908804741447,Normal
3173,1018.0,779.0,891.0649150812546,709.2881789108725,1600.353093992127,0.783617242797646,Normal
3178,817.0,631.0,885.314439946693,702.5901962531601,1587.904636199853,0.7089246140166948,Normal
3183,1017.0,801.0,878.8590307383213,696.0303777448902,1574.8894084832114,0.630831280002098,Normal
3188,804.0,635.0,872.7127492492275,690.2305511205959,1562.9433003698234,0.5591528252424905,Normal
3193,1020.0,792.0,868.1574289505595,685.9071510362478,1554.0645799868073,0.505879160609906,Normal
3198,804.0,648.0,866.3748264956597,683.6750457634796,1550.0498722591392,0.4817903072779824,Normal
3203,790.0,647.0,868.059494653582,683.8445653645225,1551.9040600181045,0.4929157141582252,Normal
