timestamp,fsr_left,fsr_right
1999,1023,0
2004,1023,0
2009,1023,0
2014,1023,0
2019,1023,0
2024,1023,0
2029,1023,0
2034,1023,0
2039,1023,0
2044,1023,0
2049,1023,0
2054,1023,0
2059,1023,0
2064,1023,0
2069,1023,0
2074,1023,0
2079,1023,0
2084,1023,0
2089,1023,0
2094,1023,0
2099,1023,0
2104,1023,0
2109,1023,0
2114,1023,0
2119,1023,0
2124,1023,0
2129,1023,0
2134,1023,0
2139,1023,0
2144,1023,0
2149,1023,0
2154,1023,0
2159,1023,0
2164,1023,0
2169,1023,0
2174,1023,0
2179,1023,0
2184,1023,0
2189,1023,0
2194,1023,0
2199,1023,0
2204,1023,0
2209,1023,0
2214,1023,0
2219,1023,0
2224,1023,0
2229,1023,0
2234,1023,0
2239,1023,0
2244,1023,0
2249,1023,0
2254,1023,0
2259,1023,0
2264,1023,0
2269,1023,0
2274,1023,0
2279,1023,0
2284,1023,0
2289,1023,0
2294,1023,0
2299,1023,0
2304,1023,0
2309,1023,0
2314,1023,0
2319,1023,0
2324,1023,0
2329,1023,0
2334,1023,0
2339,1023,0
2344,1023,0
2349,1023,0
2354,1023,0
2359,1023,0
2364,1023,0
2369,1023,0
2374,1023,0
2379,1023,0
2384,1023,0
2390,1023,0
2395,1023,0
2400,1023,0
2405,1023,0
2410,1023,0
2415,1023,0
2420,1023,0
2425,1023,0
2430,1023,0
2435,1023,0
2440,1023,0
2445,1023,0
2450,1023,0
2455,1023,0
2460,1023,0
2465,1023,0
2470,1023,0
2475,1023,0
2480,1023,0
2485,1023,0
2490,1023,0
2495,1023,0
2500,1023,0
2505,1023,0
2510,1023,0
2515,1023,0
2520,1023,0
2525,1023,0
2530,1023,0
2535,1023,0
2540,1023,0
2545,1023,0
2550,1023,0
2555,1023,0
2560,1023,0
2565,1023,0
2570,1023,0
2575,1023,0
2580,1023,0
2585,1023,0
2590,1023,0
2595,1023,0
2600,1023,0
2605,1023,0
2610,1023,0
2615,1023,0
2620,1023,0
2625,1023,0
2630,1023,0
2635,1023,0
2640,1023,0
2646,1023,0
2651,1023,0
2656,1023,0
2661,1023,0
2666,1023,0
2671,1023,0
2676,1023,0
2681,1023,0
2686,1023,0
2691,1023,0
2696,1023,0
2701,1023,0
2706,1023,0
2711,1023,0
2716,1023,0
2721,1023,0
2726,1023,0
2731,1023,0
2736,1023,0
2741,1023,0
2746,1023,0
2751,1023,0
2756,1023,0
2761,1023,0
2766,1023,0
2771,1023,0
2776,1023,0
2781,1023,0
2786,1023,0
2791,1023,0
2796,1023,0
2801,1023,0
2806,1023,0
2811,1023,0
2816,1023,0
2821,1023,0
2826,1023,0
2831,1023,0
2836,1023,0
2841,1023,0
2846,1023,0
2851,1023,0
2856,1023,0
2861,1023,0
2866,1023,0
2871,1023,0
2876,1023,0
2881,1023,0
2886,1023,0
2891,1023,0
2896,1023,0
2902,1023,0
2907,1023,0
2912,1023,0
2917,1023,0
2922,1023,0
2927,1023,0
2932,1023,0
2937,1023,0
2942,1023,0
2947,1023,0
2952,1023,0
2957,1023,0
2962,1023,0
2967,1023,0
2972,1023,0
2977,1023,0
2982,1023,0
2987,1023,0
2992,1023,0
2997,1023,0
3002,1023,0
3007,1023,0
3012,1023,0
3017,1023,0
3022,1023,0
3027,1023,0
3032,1023,0
3037,1023,0
3042,1023,0
3047,1023,0
3052,1023,0
3057,1023,0
3062,1023,0
3067,1023,0
3072,1023,0
3077,1023,0
3082,1023,0
3087,1023,0
3092,1023,0
3097,1023,0
3102,1023,0
3107,1023,0
3112,1023,0
3117,1023,0
3122,1023,0
3127,1023,0
3132,1023,0
3137,1023,0
3142,1023,0
3147,1023,0
3152,1023,0
3158,1023,0
3163,1023,0
3168,1023,0
3173,1023,0
3178,1023,0
3183,1023,0
3188,1023,0
3193,1023,0
3198,1023,0
3203,1023,0
3208,1023,0
3213,1023,0
3218,1023,0
3223,1023,0
3228,1023,0
3233,1023,0
3238,1023,0
3243,1023,0
3248,1023,0
3253,1023,0
3258,1023,0
3263,1023,0
